text,emotion,clean_text
i feel very relaxed and fine,joy,feel relaxed fine
i feel the suffering and i really feel the pain,sadness,feel suffering really feel pain
i go to sleep i feel as if i m giving up precious time to do something else with my life,joy,go sleep feel giving precious time something else life
i feel like i ve been neglecting my beloved mom blog,joy,feel like neglecting beloved mom blog
i shalt say we did cos i din feel a thing when he wrote hw he is keen on xxx,joy,shalt say co din feel thing wrote hw keen xxx
i just feel terrified like im on the edge of a precipice staring ahead,fear,feel terrified like im edge precipice staring ahead
i feel totally listless exams have come and gone and now i have a whole five or so months in front of me with no uni and free time,sadness,feel totally listless exam come gone whole five month front uni free time
i feel furious that right to life advocates can and do tell me how to live and die through lobbying and supporting those politicians sympathic to their views,anger,feel furious right life advocate tell live die lobbying supporting politician sympathic view
i feel as if i was abused in some way,sadness,feel abused way
im still paying attention but i feel distracted,anger,im still paying attention feel distracted
i started the third block feeling hot and cold and tingly all at the same time knowing that i still had five hours of examination ahead of me having no idea if any of it would do any good,love,started third block feeling hot cold tingly time knowing still five hour examination ahead idea would good
im hesitant to make suggestions because i feel as if the outcome would not be sincere,joy,im hesitant make suggestion feel outcome would sincere
